X,Y,OBJECTID,FULLNAME,NAME,ENTRANCENAME,ALIAS1,ALIAS2,JURISDICTION,ADDRESS,Address2,URL,PHONE,ARTSCENTER,BALLFIELDS,BOATRENTAL,CANOE,DISCGOLF,DOGPARK,ENVCTR,FISHING,GREENWAYACCESS,GYM,MULTIPURPOSEFIELD,OUTDOORBASKETBALL,PICNICSHELTER,PLAYGROUND,POOL,COMMUNITYCENTER,NEIGHBORHOODCENTER,TENNISCOURTS,TRACK,WALKINGTRAILS,RESTROOMS,Lat,Lon,Notes,AMUSEMENTTRAIN,CAROUSEL,TENNISCENTER,THEATER,BOCCE,HANDBALL,HORSESHOE,INLINESKATING,SANDVOLLEYBALL,SKATEPARK,ACTIVE_ADULT,BMXTRACK,BOATRIDE,LIBRARY,MUSEUM,TEEN,BIKING,LIVEANIMALS,GARDENS,EQUESTRIAN,VEHICLEENTRANCE,GREENWAYENTRANCE,PEDESTRIANENTRANCE,PARKINGSTREET,PARKINGLOT,CAMPING
-78.487805885433,35.802636139168,428,Knightdale Environmental Park - Steeple Square Ct Entrance,Knightdale Environmental Park,Steeple Square Ct Entrance,,,Town of Knightdale,"1385 N Smithfield Rd, Knightdale, NC","1385 N Smithfield Rd, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=350,919-217-2230,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.4735445236688,35.7968178299641,429,Knightdale Station Park - Knightdale Station Run Entrance,Knightdale Station Park,Knightdale Station Run Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.4711178628364,35.7968421323775,430,Knightdale Station Park - Knightdale Station Run Entrance,Knightdale Station Park,Knightdale Station Run Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.4696636207875,35.7978237080562,431,Knightdale Station Park - Knightdale Station Run Entrance,Knightdale Station Park,Knightdale Station Run Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.4703626159287,35.7970693076532,432,Knightdale Station Park - Knightdale Station Run Entrance,Knightdale Station Park,Knightdale Station Run Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.4758450381763,35.795776739559,433,Knightdale Station Park - N First Ave Entrance,Knightdale Station Park,N First Ave Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.4760780187419,35.7942925022228,434,Knightdale Station Park - Pedestrian Entrance,Knightdale Station Park,Pedestrian Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.475258133028,35.7969369405367,435,Knightdale Station Park - Pedestrian Entrance,Knightdale Station Park,Pedestrian Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.4762011645339,35.7928364681476,436,Knightdale Station Park - Poplar St Entrance,Knightdale Station Park,Poplar St Entrance,,,Town of Knightdale,"810 North First Avenue, Knightdale, NC","810 North First Avenue, Knightdale, NC",http://www.knightdalenc.gov/index.aspx?page=562,,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.797468830319,35.727916797842,437,Koka Booth Amphitheatre - Greenway Entrance,Koka Booth Amphitheatre,Greenway Entrance,,,Town of Cary,"8003 Regency Parkway, Cary, NC","8003 Regency Parkway, Cary, NC",http://boothamphitheatre.com/,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.728911,-78.795393,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.7939540635807,35.7293512324974,438,Koka Booth Amphitheatre - Greenway Entrance,Koka Booth Amphitheatre,Greenway Entrance,,,Town of Cary,"8003 Regency Parkway, Cary, NC","8003 Regency Parkway, Cary, NC",http://boothamphitheatre.com/,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.728911,-78.795393,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.7947977915379,35.7299519015488,439,Koka Booth Amphitheatre - Regency Pkwy Entrance,Koka Booth Amphitheatre,Regency Pkwy Entrance,,,Town of Cary,"8003 Regency Parkway, Cary, NC","8003 Regency Parkway, Cary, NC",http://boothamphitheatre.com/,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,35.728911,-78.795393,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.6282470255553,35.6750909268594,440,Lake Benson Park - Buffaloe Rd Entrance,Lake Benson Park,Buffaloe Rd Entrance,,,Town of Garner,"921 Buffaloe Road, Garner NC, 27529","921 Buffaloe Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=13,919-772-4688,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.671913,-78.62715,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.6250820289795,35.6735401284046,441,Lake Benson Park - Pedestrian Entrance,Lake Benson Park,Pedestrian Entrance,,,Town of Garner,"921 Buffaloe Road, Garner NC, 27529","921 Buffaloe Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=13,919-772-4688,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.671913,-78.62715,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.6267423197972,35.6759369307311,442,Lake Benson Park - Pedestrian Entrance,Lake Benson Park,Pedestrian Entrance,,,Town of Garner,"921 Buffaloe Road, Garner NC, 27529","921 Buffaloe Road, Garner NC, 27529",http://www.garnernc.gov/Departments/Parks%20and%20Recreation/Parks.aspx?ID=13,919-772-4688,No,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.671913,-78.62715,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.8010492751367,35.845600151785,443,Lake Crabtree County Park - Aviation Pkwy Entrance,Lake Crabtree County Park,Aviation Pkwy Entrance,,,Wake County,"1400 Aviation Pkwy., Morrisville, NC  27560","1400 Aviation Pkwy., Morrisville, NC  27560",https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/lake-crabtree-county-park,919-460-3390,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.843908,-78.795222,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,
-78.8036408593011,35.8429926972153,444,Lake Crabtree County Park - Pedestrian Entrance,Lake Crabtree County Park,Pedestrian Entrance,,,Wake County,"1400 Aviation Pkwy., Morrisville, NC  27560","1400 Aviation Pkwy., Morrisville, NC  27560",https://www.wakegov.com/departments-government/parks-recreation-and-open-space/all-parks-trails/lake-crabtree-county-park,919-460-3390,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,35.843908,-78.795222,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,
-78.7170024613202,35.759291636975,445,Lake Johnson Nature Preserve - Avent Ferry Rd Entrance,Lake Johnson Nature Preserve,Avent Ferry Rd Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,35.75782133,-78.71402982,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
-78.7142582381716,35.7626821035426,446,Lake Johnson Nature Preserve - Avent Ferry Rd Entrance,Lake Johnson Nature Preserve,Avent Ferry Rd Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,35.75782133,-78.71402982,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
-78.7142582381716,35.7626821035426,447,Lake Johnson Park - Avent Ferry Rd Entrance,Lake Johnson Park,Avent Ferry Rd Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
-78.7170024613202,35.759291636975,448,Lake Johnson Park - Avent Ferry Rd Entrance,Lake Johnson Park,Avent Ferry Rd Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
-78.7037616483904,35.7618577385121,449,Lake Johnson Park - Greenway Entrance,Lake Johnson Park,Greenway Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.7226627019034,35.7684762541031,450,Lake Johnson Park - Greenway Entrance,Lake Johnson Park,Greenway Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.7235818481901,35.7619833477813,451,Lake Johnson Park - Greenway Entrance,Lake Johnson Park,Greenway Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.7232759113399,35.7662275911948,452,Lake Johnson Park - Greenway Entrance,Lake Johnson Park,Greenway Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.7079909457365,35.765520871492,453,Lake Johnson Park - Greenway Entrance,Lake Johnson Park,Greenway Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.7176873058358,35.7711162984747,454,Lake Johnson Park - Greenway Entrance,Lake Johnson Park,Greenway Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.7233226562989,35.7654940677097,455,Lake Johnson Park - Greenway Entrance,Lake Johnson Park,Greenway Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",http://www.raleighnc.gov/arts/content/PRecRecreation/Articles/LakeJohnsonPark.html,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.7162750381949,35.7696640579763,456,Lake Johnson Park - Jaguar Park Dr Entrance,Lake Johnson Park,Jaguar Park Dr Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
-78.7041696133496,35.763528594234,457,Lake Johnson Park - Lake Dam Rd Entrance,Lake Johnson Park,Lake Dam Rd Entrance,,,City of Raleigh,"4601 Avent Ferry Rd, Raleigh, NC","4601 Avent Ferry Rd, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-park,919-233-2121,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,35.76320984,-78.71380964,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
-78.7162750381949,35.7696640579763,458,Lake Johnson Pool - Jaguar Park Dr Entrance,Lake Johnson Pool,Jaguar Park Dr Entrance,,,City of Raleigh,"1416 Athens Dr, Raleigh, NC","1416 Athens Dr, Raleigh, NC",https://raleighnc.gov/places/lake-johnson-pool,919-233-2111,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,35.76734427,-78.71589026,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.7009758667276,35.8825782314629,459,Lake Lynn Park - Greenway Entrance,Lake Lynn Park,Greenway Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",https://raleighnc.gov/places/lake-lynn-park,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.88799583,-78.69804518,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.6985112877079,35.8863333933717,460,Lake Lynn Park - Greenway Entrance,Lake Lynn Park,Greenway Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",https://raleighnc.gov/places/lake-lynn-park,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.88799583,-78.69804518,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.6948673928723,35.8886831484364,461,Lake Lynn Park - Greenway Entrance,Lake Lynn Park,Greenway Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",https://raleighnc.gov/places/lake-lynn-park,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.88799583,-78.69804518,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.6966600417313,35.8772437770091,462,Lake Lynn Park - Greenway Entrance,Lake Lynn Park,Greenway Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",https://raleighnc.gov/places/lake-lynn-park,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.88799583,-78.69804518,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,Yes,Yes,No,No,
-78.6984042050976,35.8718702227368,463,Lake Lynn Park - Lynn Rd Entrance,Lake Lynn Park - Lynn Rd Entrance,Lynn Rd Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",https://raleighnc.gov/places/lake-lynn-park,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.88799583,-78.69804518,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,Yes,Yes,No,Yes,
-78.6946019324625,35.8724681028776,464,Lake Lynn Park - Pedestrian Entrance,Lake Lynn Park,Pedestrian Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",https://raleighnc.gov/places/lake-lynn-park,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.88799583,-78.69804518,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.6974951303604,35.8899678163067,465,Lake Lynn Park - Ray Rd Entrance,Lake Lynn Park - Ray Rd Entrance,Ray Rd Entrance,,,City of Raleigh,"7921 Ray Rd, Raleigh, NC","7921 Ray Rd, Raleigh, NC",https://raleighnc.gov/places/lake-lynn-park,919-870-2911,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,35.88799583,-78.69804518,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.6954510233144,35.6959938455665,466,Lake Wheeler Park - Lake Wheeler Rd Entrance,Lake Wheeler Park,Lake Wheeler Rd Entrance,,,City of Raleigh,"6404 Lake Wheeler Rd, Raleigh, NC","6404 Lake Wheeler Rd, Raleigh, NC",https://raleighnc.gov/places/lake-wheeler-park,919-662-5704,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,35.69175568,-78.69947059,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.6263658659057,35.783360154092,467,LeVelle Moton Park - E Lane St Entrance,LeVelle Moton Park,E Lane St Entrance,,,City of Raleigh,"920 E Lane St, Raleigh, NC","920 E Lane St, Raleigh, NC",https://raleighnc.gov/places/levelle-moton-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.78324212,-78.62600525,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
-78.6257112662228,35.7829676009861,468,LeVelle Moton Park - Idlewild Ave Entrance,LeVelle Moton Park,Idlewild Ave Entrance,,,City of Raleigh,"920 E Lane St, Raleigh, NC","920 E Lane St, Raleigh, NC",https://raleighnc.gov/places/levelle-moton-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,35.78324212,-78.62600525,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
-78.649318625075,35.8257984425541,469,Lassiter Mill Historical Park - Greenway Entrance,Lassiter Mill Historical Park,Greenway Entrance,,,City of Raleigh,"3300 Lassiter Falls Circle, Raleigh, NC",,,919-996-3285,,,,,,,,,Yes,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,No,Yes,Yes,No,No,
-78.6502299167523,35.8264409332631,470,Lassiter Mill Historical Park - Lassiter Falls Circle Entrance,Lassiter Mill Historical Park,Lassiter Falls Circle Entrance,,,City of Raleigh,"3300 Lassiter Falls Circle, Raleigh, NC",,,919-996-3285,,,,,,,,,Yes,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,No,,,,Yes,Yes,Yes,No,Yes,
-78.6624064020341,35.7963690946803,471,Latta Property - Parker St Entrance,Latta Property,Parker St Entrance,,,City of Raleigh,"1001 Parker St, Raleigh, NC","1001 Parker St, Raleigh, NC",https://raleighnc.gov/places/latta-university-historic-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.79629365,-78.66308193,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
-78.6636204616198,35.7963373990172,472,Latta Property - Tower St Entrance,Latta Property,Tower St Entrance,,,City of Raleigh,"1001 Parker St, Raleigh, NC","1001 Parker St, Raleigh, NC",https://raleighnc.gov/places/latta-university-historic-park,919-831-6640,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35.79629365,-78.66308193,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,Yes,No,
-78.7005369557815,35.8306135911313,473,Laurel Hills Park - Edwards Mill Rd Entrance,Laurel Hills Park,Edwards Mill Rd Entrance,,,City of Raleigh,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",https://raleighnc.gov/places/laurel-hills-park,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,35.82976175,-78.69748725,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Yes,No,Yes,No,Yes,
-78.6948414107455,35.8297653731603,474,Laurel Hills Park - Pedestrian Entrance,Laurel Hills Park,Pedestrian Entrance,,,City of Raleigh,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",https://raleighnc.gov/places/laurel-hills-park,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,35.82976175,-78.69748725,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.6984727260303,35.8328189793992,475,Laurel Hills Park - Pedestrian Entrance,Laurel Hills Park,Pedestrian Entrance,,,City of Raleigh,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",https://raleighnc.gov/places/laurel-hills-park,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,35.82976175,-78.69748725,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.6971318392672,35.8319818782174,476,Laurel Hills Park - Pedestrian Entrance,Laurel Hills Park,Pedestrian Entrance,,,City of Raleigh,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",https://raleighnc.gov/places/laurel-hills-park,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,35.82976175,-78.69748725,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.6946302136498,35.8277784689906,477,Laurel Hills Park - Pedestrian Entrance,Laurel Hills Park,Pedestrian Entrance,,,City of Raleigh,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",https://raleighnc.gov/places/laurel-hills-park,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,35.82976175,-78.69748725,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
-78.6990727163399,35.8281041635196,478,Laurel Hills Park - Pedestrian Entrance,Laurel Hills Park,Pedestrian Entrance,,,City of Raleigh,"3808 Edwards Mill Rd, Raleigh, NC","3808 Edwards Mill Rd, Raleigh, NC",https://raleighnc.gov/places/laurel-hills-park,919-420-2383,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,35.82976175,-78.69748725,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,No,No,Yes,No,No,
